Date_reported,Sever_Location,Packet_Size,No._of_Packets,Attack_Packets,Total_Loss(Y)
3/28/2021,Africa,335.0,22031,7.0,533
4/4/2021,Africa,548.0,22579,7.0,540
4/11/2021,Africa,752.0,23331,10.0,550
4/18/2021,Africa,969.0,24300,11.0,561
4/25/2021,Africa,1192.0,25492,16.0,577
5/2/2021,Africa,1323.0,26815,23.0,600
5/9/2021,Africa,1662.0,28477,30.0,630
5/16/2021,Africa,1877.0,30354,25.0,655
5/23/2021,Africa,1795.0,32149,60.0,715
5/30/2021,Africa,2031.0,34180,42.0,757
6/6/2021,Africa,1414.0,35594,37.0,794
6/13/2021,Africa,1006.0,36600,31.0,825
6/20/2021,Africa,1004.0,37604,31.0,856
6/27/2021,Africa,924.0,38528,31.0,887
7/4/2021,Africa,644.0,39172,23.0,910
7/11/2021,Africa,709.0,39881,19.0,929
7/18/2021,Africa,826.0,40707,25.0,954
7/25/2021,Africa,1029.0,41736,28.0,982
8/1/2021,Africa,1041.0,42777,29.0,1011
8/8/2021,Africa,815.0,43592,33.0,1044
8/15/2021,Africa,941.0,44533,42.0,1086
8/22/2021,Africa,1284.0,45817,54.0,1140
8/29/2021,Africa,1262.0,47079,52.0,1192
9/5/2021,Africa,1396.0,48475,66.0,1258
9/12/2021,Africa,1873.0,50348,69.0,1327
9/19/2021,Africa,1959.0,52307,61.0,1388
9/26/2021,Africa,2488.0,54795,99.0,1487
10/3/2021,Africa,3808.0,58603,87.0,1574
10/10/2021,Africa,2642.0,61245,44.0,1618
10/17/2021,Africa,1544.0,62789,44.0,1662
10/24/2021,Africa,986.0,63775,33.0,1695
10/31/2021,Africa,599.0,64374,13.0,1708
11/7/2021,Africa,280.0,64654,11.0,1719
11/14/2021,Africa,245.0,64899,8.0,1727
11/21/2021,Africa,112.0,65011,3.0,1730
11/28/2021,Africa,128.0,65139,3.0,1733
12/5/2021,Africa,105.0,65244,2.0,1735
12/12/2021,Africa,153.0,65397,2.0,1737
12/19/2021,Africa,471.0,65868,1.0,1738
12/26/2021,Africa,5274.0,71142,8.0,1746
1/2/2022,Africa,11256.0,82398,26.0,1772
1/9/2022,Africa,6377.0,88775,37.0,1809
1/16/2022,Africa,4749.0,93524,48.0,1857
1/23/2022,Africa,2378.0,95902,29.0,1886
1/30/2022,Africa,2155.0,98057,8.0,1894
2/6/2022,Africa,294.0,98351,2.0,1896
2/13/2022,Africa,163.0,98514,2.0,1898
2/20/2022,Africa,103.0,98617,1.0,1899
3/6/2022,Africa,101.0,98802,1.0,1900
7/10/2022,Africa,383.0,101983,9.0,1909
7/17/2022,Africa,226.0,102209,3.0,1912
7/31/2022,Africa,174.0,102475,4.0,1916
8/7/2022,Africa,161.0,102636,1.0,1917
11/6/2022,Africa,350.0,103948,1.0,1918
11/13/2022,Africa,279.0,104227,3.0,1921
11/20/2022,Africa,259.0,104486,2.0,1923
11/27/2022,Africa,173.0,104659,1.0,1924
12/4/2022,Africa,149.0,104808,1.0,1925
12/11/2022,Africa,138.0,104946,3.0,1928
12/25/2022,Africa,36.0,105070,1.0,1929
1/1/2023,Africa,25.0,105095,1.0,1930
1/8/2023,Africa,45.0,105140,1.0,1931
2/12/2023,Africa,19.0,105224,1.0,1932
2/26/2023,Africa,12.0,105255,1.0,1933
4/2/2023,Africa,15.0,105331,1.0,1934
5/7/2023,Africa,177.0,105561,2.0,1936
12/3/2023,Africa,92.0,106216,1.0,1937
9/26/2021,North America,33.0,364,1.0,1
11/14/2021,North America,70.0,1109,2.0,3
12/12/2021,North America,109.0,1523,1.0,4
12/26/2021,North America,54.0,1646,1.0,5
1/9/2022,North America,103.0,1777,1.0,6
1/23/2022,North America,147.0,2187,1.0,7
1/30/2022,North America,137.0,2324,1.0,8
2/13/2022,North America,74.0,2458,1.0,9
7/31/2022,North America,45.0,3580,1.0,10
9/4/2022,North America,32.0,3837,1.0,11
9/11/2022,North America,14.0,3851,1.0,12
4/12/2020,North America,14.0,21,2.0,2
4/26/2020,North America,1.0,24,1.0,3
11/15/2020,North America,3.0,133,1.0,4
12/20/2020,North America,5.0,152,1.0,5
1/17/2021,North America,18.0,187,1.0,6
1/31/2021,North America,23.0,218,1.0,7
2/14/2021,North America,150.0,427,2.0,9
2/21/2021,North America,171.0,598,2.0,11
2/28/2021,North America,128.0,726,3.0,14
3/7/2021,North America,87.0,813,7.0,21
3/14/2021,North America,149.0,962,6.0,27
3/21/2021,North America,71.0,1033,1.0,28
4/11/2021,North America,12.0,1182,2.0,30
4/18/2021,North America,31.0,1213,1.0,31
5/2/2021,North America,2.0,1229,1.0,32
5/16/2021,North America,14.0,1251,10.0,42
7/25/2021,North America,12.0,1280,1.0,43
9/5/2021,North America,121.0,1759,3.0,46
9/12/2021,North America,394.0,2153,2.0,48
9/19/2021,North America,450.0,2603,7.0,55
9/26/2021,North America,299.0,2902,9.0,64
10/3/2021,North America,501.0,3403,20.0,84
10/10/2021,North America,335.0,3738,7.0,91
10/17/2021,North America,150.0,3888,4.0,95
10/24/2021,North America,122.0,4010,4.0,99
10/31/2021,North America,30.0,4040,3.0,102
11/7/2021,North America,38.0,4078,2.0,104
11/14/2021,North America,40.0,4118,3.0,107
11/21/2021,North America,15.0,4133,1.0,108
11/28/2021,North America,8.0,4141,9.0,117
12/26/2021,North America,31.0,4229,1.0,118
1/2/2022,North America,182.0,4411,1.0,119
1/16/2022,North America,477.0,5321,1.0,120
1/23/2022,North America,610.0,5931,2.0,122
1/30/2022,North America,627.0,6558,5.0,127
2/13/2022,North America,599.0,7331,7.0,134
2/20/2022,North America,77.0,7408,1.0,135
5/1/2022,North America,55.0,7626,1.0,136
5/8/2022,North America,37.0,7663,1.0,137
5/22/2022,North America,221.0,7942,1.0,138
6/12/2022,North America,160.0,8492,2.0,140
6/26/2022,North America,44.0,8625,1.0,141
7/10/2022,North America,30.0,8686,2.0,143
7/24/2022,North America,32.0,8736,1.0,144
8/28/2022,North America,54.0,8949,1.0,145
9/25/2022,North America,81.0,9089,1.0,146
3/8/2020,South America,22.0,22,1.0,1
3/15/2020,South America,109.0,131,8.0,9
3/22/2020,South America,405.0,536,11.0,20
3/29/2020,South America,746.0,1282,50.0,70
4/5/2020,South America,791.0,2073,61.0,131
4/12/2020,South America,917.0,2990,74.0,205
4/19/2020,South America,1076.0,4066,74.0,279
4/26/2020,South America,1398.0,5464,132.0,411
5/3/2020,South America,1289.0,6753,115.0,526
5/10/2020,South America,1897.0,8650,120.0,646
5/17/2020,South America,2910.0,11560,144.0,790
5/24/2020,South America,5061.0,16621,219.0,1009
5/31/2020,South America,5785.0,22406,297.0,1306
6/7/2020,South America,7297.0,29703,358.0,1664
6/14/2020,South America,10685.0,40388,458.0,2122
6/21/2020,South America,14050.0,54438,602.0,2724
6/28/2020,South America,19007.0,73445,776.0,3500
7/5/2020,South America,20195.0,93640,903.0,4403
7/12/2020,South America,24971.0,118611,1153.0,5556
7/19/2020,South America,31572.0,150183,1374.0,6930
7/26/2020,South America,39247.0,189430,1544.0,8474
8/2/2020,South America,41965.0,231395,1456.0,9930
8/9/2020,South America,51641.0,283036,1762.0,11692
8/16/2020,South America,48677.0,331713,1662.0,13354
8/23/2020,South America,51183.0,382896,1877.0,15231
8/30/2020,South America,68979.0,451875,2260.0,17491
9/6/2020,South America,72320.0,524195,2324.0,19815
9/13/2020,South America,78158.0,602353,2446.0,22261
9/20/2020,South America,75330.0,677683,2340.0,24601
9/27/2020,South America,81712.0,759395,2456.0,27057
10/4/2020,South America,87054.0,846449,2523.0,29580
10/11/2020,South America,96217.0,942666,2602.0,32182
10/18/2020,South America,95982.0,1038648,2449.0,34631
10/25/2020,South America,97588.0,1136236,2348.0,36979
11/1/2020,South America,81504.0,1217740,1854.0,38833
11/8/2020,South America,70725.0,1288465,1683.0,40516
11/15/2020,South America,67129.0,1355594,1452.0,41968
11/22/2020,South America,57887.0,1413481,1170.0,43138
11/29/2020,South America,48034.0,1461515,943.0,44081
12/6/2020,South America,42762.0,1504277,862.0,44943
12/13/2020,South America,35314.0,1539591,795.0,45738
12/20/2020,South America,45454.0,1585045,910.0,46648
12/27/2020,South America,44863.0,1629908,859.0,47507
1/3/2021,South America,60464.0,1690372,1103.0,48610
1/10/2021,South America,84733.0,1775105,1415.0,50025
1/17/2021,South America,77946.0,1853051,1300.0,51325
1/24/2021,South America,79316.0,1932367,1260.0,52585
1/31/2021,South America,61185.0,1993552,1131.0,53716
2/7/2021,South America,51269.0,2044821,948.0,54664
2/14/2021,South America,50744.0,2095565,935.0,55599
2/21/2021,South America,42687.0,2138252,797.0,56396
2/28/2021,South America,44701.0,2182953,831.0,57227
3/7/2021,South America,43723.0,2226676,884.0,58111
3/14/2021,South America,50279.0,2276955,977.0,59088
3/21/2021,South America,51631.0,2328586,994.0,60082
3/28/2021,South America,71481.0,2400067,1259.0,61341
4/4/2021,South America,93977.0,2494044,1654.0,62995
4/11/2021,South America,153369.0,2647413,2619.0,65614
4/18/2021,South America,164523.0,2811936,3293.0,68907
4/25/2021,South America,165754.0,2977690,3470.0,72377
5/2/2021,South America,141493.0,3119183,3115.0,75492
5/9/2021,South America,144708.0,3263891,3189.0,78681
5/16/2021,South America,165989.0,3429880,3641.0,82322
5/23/2021,South America,234660.0,3664540,4516.0,86838
5/30/2021,South America,208332.0,3872872,4339.0,91177
6/6/2021,South America,195205.0,4068077,3978.0,95155
6/13/2021,South America,162769.0,4230846,3317.0,98472
6/20/2021,South America,137636.0,4368482,2694.0,101166
6/27/2021,South America,133147.0,4501629,2532.0,103698
7/4/2021,South America,125444.0,4627073,2169.0,105867
7/11/2021,South America,108881.0,4735954,1889.0,107756
7/18/2021,South America,105110.0,4841064,1782.0,109538
7/25/2021,South America,88348.0,4929412,1367.0,110905
8/1/2021,South America,87225.0,5016637,1205.0,112110
8/8/2021,South America,80437.0,5097074,1157.0,113267
8/15/2021,South America,62306.0,5159380,893.0,114160
8/22/2021,South America,47254.0,5206634,684.0,114844
8/29/2021,South America,38265.0,5244899,537.0,115381
9/5/2021,South America,28531.0,5273430,418.0,115799
9/12/2021,South America,19860.0,5293290,290.0,116089
9/19/2021,South America,14221.0,5307511,218.0,116307
9/26/2021,South America,10997.0,5318508,127.0,116434
10/3/2021,South America,9250.0,5327758,87.0,116521
10/10/2021,South America,6633.0,5334391,84.0,116605
10/17/2021,South America,7214.0,5341605,86.0,116691
10/24/2021,South America,8597.0,5350202,70.0,116761
10/31/2021,South America,9024.0,5359226,62.0,116823
11/7/2021,South America,8642.0,5367868,64.0,116887
11/14/2021,South America,9415.0,5377283,82.0,116969
11/21/2021,South America,10247.0,5387530,99.0,117068
11/28/2021,South America,11855.0,5399385,114.0,117182
12/5/2021,South America,15763.0,5415148,117.0,117299
12/12/2021,South America,20177.0,5435325,135.0,117434
12/19/2021,South America,37801.0,5473126,163.0,117597
12/26/2021,South America,86790.0,5559916,233.0,117830
1/2/2022,South America,262012.0,5821928,421.0,118251
1/9/2022,South America,647721.0,6469649,1003.0,119254
1/16/2022,South America,770687.0,7240336,1808.0,121062
1/23/2022,South America,727782.0,7968118,2464.0,123526
1/30/2022,South America,432304.0,8400422,1988.0,125514
2/6/2022,South America,226829.0,8627251,1212.0,126726
2/13/2022,South America,124665.0,8751916,628.0,127354
2/20/2022,South America,83236.0,8835152,454.0,127808
2/27/2022,South America,64211.0,8899363,223.0,128031
3/6/2022,South America,36613.0,8935976,113.0,128144
3/13/2022,South America,31940.0,8967916,71.0,128215
3/20/2022,South America,34029.0,9001945,51.0,128266
3/27/2022,South America,15927.0,9017872,33.0,128299
4/3/2022,South America,12994.0,9030866,31.0,128330
4/10/2022,South America,9837.0,9040703,11.0,128341
4/17/2022,South America,6695.0,9047398,3.0,128344
4/24/2022,South America,24832.0,9072230,198.0,128542
5/1/2022,South America,11443.0,9083673,111.0,128653
5/8/2022,South America,17646.0,9101319,76.0,128729
5/15/2022,South America,33989.0,9135308,47.0,128776
5/22/2022,South America,43487.0,9178795,49.0,128825
5/29/2022,South America,51778.0,9230573,64.0,128889
6/5/2022,South America,46045.0,9276618,84.0,128973
6/12/2022,South America,36835.0,9313453,21.0,128994
6/19/2022,South America,28039.0,9341492,22.0,129016
6/26/2022,South America,25680.0,9367172,54.0,129070
7/3/2022,South America,27154.0,9394326,39.0,129109
7/10/2022,South America,31845.0,9426171,36.0,129145
7/17/2022,South America,39656.0,9465827,57.0,129202
7/24/2022,South America,41735.0,9507562,76.0,129278
7/31/2022,South America,52745.0,9560307,91.0,129369
8/7/2022,South America,42227.0,9602534,71.0,129440
8/14/2022,South America,31198.0,9633732,126.0,129566
8/21/2022,South America,24659.0,9658391,80.0,129646
8/28/2022,South America,19834.0,9678225,65.0,129711
9/4/2022,South America,11636.0,9689861,58.0,129769
9/11/2022,South America,7902.0,9697763,61.0,129830
9/18/2022,South America,6175.0,9703938,25.0,129855
9/25/2022,South America,4482.0,9708420,42.0,129897
10/2/2022,South America,2935.0,9711355,40.0,129937
10/9/2022,South America,2239.0,9713594,21.0,129958
10/16/2022,South America,1870.0,9715464,12.0,129970
10/23/2022,South America,2082.0,9717546,9.0,129979
10/30/2022,South America,1329.0,9718875,12.0,129991
11/6/2022,South America,1357.0,9720232,12.0,130003
11/13/2022,South America,1486.0,9721718,8.0,130011
11/20/2022,South America,2206.0,9723924,6.0,130017
11/27/2022,South America,3323.0,9727247,8.0,130025
12/4/2022,South America,12609.0,9739856,9.0,130034
12/11/2022,South America,27119.0,9766975,7.0,130041
12/18/2022,South America,62261.0,9829236,39.0,130080
12/25/2022,South America,61903.0,9891139,44.0,130124
1/1/2023,South America,72558.0,9963697,47.0,130171
1/8/2023,South America,40982.0,10004679,78.0,130249
1/15/2023,South America,19416.0,10024095,89.0,130338
1/22/2023,South America,8614.0,10032709,56.0,130394
1/29/2023,South America,4426.0,10037135,27.0,130421
2/5/2023,South America,3194.0,10040329,16.0,130437
2/12/2023,South America,1807.0,10042136,11.0,130448
2/19/2023,South America,1172.0,10043308,10.0,130458
2/26/2023,South America,817.0,10044125,5.0,130463
3/5/2023,South America,832.0,10044957,9.0,130472
1/7/2024,South America,2216.0,10047173,6.0,130478
1/14/2024,South America,4033.0,10051206,12.0,130490
1/21/2024,South America,6589.0,10057795,18.0,130508
1/28/2024,South America,9027.0,10066822,18.0,130526
2/4/2024,South America,8904.0,10075726,25.0,130551
2/11/2024,South America,6198.0,10081924,24.0,130575
2/18/2024,South America,3747.0,10085671,20.0,130595
2/25/2024,South America,4082.0,10089753,9.0,130604
3/3/2024,South America,3022.0,10092775,11.0,130615
3/10/2024,South America,2091.0,10094866,7.0,130622
3/17/2024,South America,1917.0,10096783,8.0,130630
3/24/2024,South America,1318.0,10098101,8.0,130638
3/31/2024,South America,676.0,10098777,6.0,130644
4/14/2024,South America,278.0,10099472,1.0,130645
4/21/2024,South America,211.0,10099683,2.0,130647
5/5/2024,South America,121.0,10099955,3.0,130650
5/19/2024,South America,93.0,10100126,2.0,130652
5/26/2024,South America,116.0,10100242,3.0,130655
6/2/2024,South America,107.0,10100349,1.0,130656
6/9/2024,South America,132.0,10100481,3.0,130659
6/23/2024,South America,122.0,10100738,1.0,130660
7/7/2024,South America,83.0,10100930,1.0,130661
7/14/2024,South America,79.0,10101009,1.0,130662
7/28/2024,South America,100.0,10101204,1.0,130663
8/4/2024,South America,122.0,10101326,2.0,130665
8/18/2024,South America,143.0,10101599,1.0,130666
9/1/2024,South America,109.0,10101858,1.0,130667
3/29/2020,Asia,234.0,424,1.0,1
4/5/2020,Asia,398.0,822,6.0,7
4/12/2020,Asia,191.0,1013,6.0,13
4/19/2020,Asia,278.0,1291,7.0,20
4/26/2020,Asia,455.0,1746,8.0,28
5/3/2020,Asia,640.0,2386,7.0,35
5/10/2020,Asia,927.0,3313,10.0,45
5/17/2020,Asia,1159.0,4472,15.0,60
5/24/2020,Asia,2189.0,6661,21.0,81
5/31/2020,Asia,2621.0,9282,50.0,131
6/7/2020,Asia,3848.0,13130,69.0,200
6/14/2020,Asia,3537.0,16667,69.0,269
6/21/2020,Asia,3601.0,20268,81.0,350
6/28/2020,Asia,4377.0,24645,76.0,426
7/5/2020,Asia,3961.0,28606,58.0,484
7/12/2020,Asia,3363.0,31969,81.0,565
7/19/2020,Asia,2908.0,34877,76.0,641
7/26/2020,Asia,2440.0,37317,64.0,705
8/2/2020,Asia,1733.0,39050,49.0,754
8/9/2020,Asia,1360.0,40410,37.0,791
8/16/2020,Asia,1253.0,41663,27.0,818
8/23/2020,Asia,1129.0,42792,34.0,852
8/30/2020,Asia,958.0,43750,25.0,877
9/6/2020,Asia,1033.0,44783,20.0,897
9/13/2020,Asia,1079.0,45862,19.0,916
9/20/2020,Asia,1569.0,47431,14.0,930
9/27/2020,Asia,1969.0,49400,21.0,951
10/4/2020,Asia,3096.0,52496,26.0,977
10/11/2020,Asia,3955.0,56451,43.0,1020
10/18/2020,Asia,8243.0,64694,61.0,1081
10/25/2020,Asia,13143.0,77837,99.0,1180
11/1/2020,Asia,14417.0,92254,183.0,1363
11/8/2020,Asia,14170.0,106424,196.0,1559
11/15/2020,Asia,10913.0,117337,204.0,1763
11/22/2020,Asia,8887.0,126224,189.0,1952
11/29/2020,Asia,8544.0,134768,190.0,2142
12/6/2020,Asia,7169.0,141937,184.0,2326
12/13/2020,Asia,6388.0,148325,160.0,2486
12/20/2020,Asia,5500.0,153825,144.0,2630
12/27/2020,Asia,4009.0,157834,138.0,2768
1/3/2021,Asia,2193.0,160027,82.0,2850
1/10/2021,Asia,2104.0,162131,79.0,2929
1/17/2021,Asia,2455.0,164586,63.0,2992
1/24/2021,Asia,1450.0,166036,47.0,3039
1/31/2021,Asia,990.0,167026,41.0,3080
2/7/2021,Asia,1062.0,168088,37.0,3117
2/14/2021,Asia,1079.0,169167,24.0,3141
2/21/2021,Asia,1235.0,170402,23.0,3164
2/28/2021,Asia,1656.0,172058,28.0,3192
3/7/2021,Asia,2621.0,174679,29.0,3221
3/14/2021,Asia,3706.0,178385,34.0,3255
3/21/2021,Asia,5328.0,183713,93.0,3348
3/28/2021,Asia,6604.0,190317,116.0,3464
4/4/2021,Asia,6317.0,196634,128.0,3592
4/11/2021,Asia,6183.0,202817,143.0,3735
4/18/2021,Asia,5703.0,208520,143.0,3878
4/25/2021,Asia,4768.0,213288,140.0,4018
5/2/2021,Asia,3575.0,216863,121.0,4139
5/9/2021,Asia,2407.0,219270,95.0,4234
5/16/2021,Asia,1590.0,220860,89.0,4323
5/23/2021,Asia,1088.0,221948,69.0,4392
5/30/2021,Asia,688.0,222636,40.0,4432
6/6/2021,Asia,544.0,223180,26.0,4458
6/13/2021,Asia,502.0,223682,26.0,4484
6/20/2021,Asia,545.0,224227,14.0,4498
6/27/2021,Asia,570.0,224797,10.0,4508
7/4/2021,Asia,756.0,225553,18.0,4526
7/11/2021,Asia,835.0,226388,18.0,4544
7/18/2021,Asia,1042.0,227430,22.0,4566
7/25/2021,Asia,1368.0,228798,21.0,4587
8/1/2021,Asia,1541.0,230339,32.0,4619
8/8/2021,Asia,1818.0,232157,31.0,4650
8/15/2021,Asia,2401.0,234558,45.0,4695
8/22/2021,Asia,3076.0,237634,57.0,4752
8/29/2021,Asia,3702.0,241336,71.0,4823
9/5/2021,Asia,3689.0,245025,88.0,4911
9/12/2021,Asia,3825.0,248850,91.0,5002
9/19/2021,Asia,4750.0,253600,129.0,5131
9/26/2021,Asia,4945.0,258545,120.0,5251
10/3/2021,Asia,6145.0,264690,121.0,5372
10/10/2021,Asia,7666.0,272356,177.0,5549
10/17/2021,Asia,9635.0,281991,229.0,5778
10/24/2021,Asia,13377.0,295368,235.0,6013
10/31/2021,Asia,12958.0,308326,315.0,6328
11/7/2021,Asia,12107.0,320433,342.0,6670
11/14/2021,Asia,8530.0,328963,346.0,7016
11/21/2021,Asia,5112.0,334075,262.0,7278
11/28/2021,Asia,3856.0,337931,236.0,7514
12/5/2021,Asia,2792.0,340723,169.0,7683
12/12/2021,Asia,1815.0,342538,119.0,7802
12/19/2021,Asia,1098.0,343636,97.0,7899
12/26/2021,Asia,845.0,344481,44.0,7943
1/2/2022,Asia,526.0,345007,34.0,7977
1/9/2022,Asia,848.0,345855,24.0,8001
1/16/2022,Asia,1762.0,347617,18.0,8019
1/23/2022,Asia,4094.0,351711,9.0,8028
1/30/2022,Asia,14722.0,366433,18.0,8046
2/6/2022,Asia,23524.0,389957,40.0,8086
2/13/2022,Asia,16422.0,406379,81.0,8167
2/20/2022,Asia,9085.0,415464,155.0,8322
2/27/2022,Asia,4229.0,419693,127.0,8449
3/6/2022,Asia,1648.0,421341,87.0,8536
3/13/2022,Asia,663.0,422004,36.0,8572
3/20/2022,Asia,303.0,422307,23.0,8595
3/27/2022,Asia,151.0,422458,15.0,8610
4/3/2022,Asia,116.0,422574,7.0,8617
4/10/2022,Asia,103.0,422677,3.0,8620
4/17/2022,Asia,85.0,422762,1.0,8621
4/24/2022,Asia,63.0,422825,1.0,8622
5/8/2022,Asia,21.0,422892,1.0,8623
5/22/2022,Asia,18.0,422935,1.0,8624
5/29/2022,Asia,25.0,422960,1.0,8625
7/3/2022,Asia,139.0,423243,1.0,8626
7/31/2022,Asia,965.0,425365,7.0,8633
8/7/2022,Asia,1434.0,426799,2.0,8635
8/14/2022,Asia,1849.0,428648,2.0,8637
8/21/2022,Asia,1713.0,430361,6.0,8643
8/28/2022,Asia,1913.0,432274,5.0,8648
9/4/2022,Asia,2124.0,434398,7.0,8655
9/11/2022,Asia,2329.0,436727,7.0,8662
9/18/2022,Asia,2086.0,438813,7.0,8669
9/25/2022,Asia,2142.0,440955,4.0,8673
10/2/2022,Asia,1431.0,442386,4.0,8677
10/9/2022,Asia,910.0,443296,8.0,8685
10/16/2022,Asia,697.0,443993,9.0,8694
10/23/2022,Asia,387.0,444380,6.0,8700
11/6/2022,Asia,172.0,444783,3.0,8703
12/4/2022,Asia,119.0,445381,1.0,8704
12/11/2022,Asia,91.0,445472,2.0,8706
12/25/2022,Asia,58.0,445583,2.0,8708
1/1/2023,Asia,37.0,445620,2.0,8710
1/8/2023,Asia,32.0,445652,1.0,8711
1/15/2023,Asia,39.0,445691,2.0,8713
2/12/2023,Asia,110.0,446063,2.0,8715
2/19/2023,Asia,170.0,446233,1.0,8716
2/26/2023,Asia,230.0,446463,2.0,8718
3/5/2023,Asia,356.0,446819,3.0,8721
3/12/2023,Asia,470.0,447289,6.0,8727
3/19/2023,Asia,441.0,447730,5.0,8732
3/26/2023,Asia,421.0,448151,7.0,8739
4/2/2023,Asia,307.0,448458,4.0,8743
4/16/2023,Asia,139.0,448846,2.0,8745
4/23/2023,Asia,134.0,448980,1.0,8746
4/30/2023,Asia,82.0,449062,1.0,8747
5/7/2023,Asia,51.0,449113,2.0,8749
5/21/2023,Asia,21.0,449169,1.0,8750
6/25/2023,Asia,2.0,449233,1.0,8751
10/1/2023,Asia,217.0,449867,2.0,8753
10/8/2023,Asia,233.0,450100,3.0,8756
10/15/2023,Asia,234.0,450334,6.0,8762
10/22/2023,Asia,236.0,450570,3.0,8765
10/29/2023,Asia,162.0,450732,2.0,8767
11/5/2023,Asia,141.0,450873,2.0,8769
11/26/2023,Asia,97.0,451204,1.0,8770
12/10/2023,Asia,81.0,451353,1.0,8771
12/17/2023,Asia,73.0,451426,4.0,8775
2/4/2024,Asia,49.0,451714,1.0,8776
4/14/2024,Asia,35.0,451981,1.0,8777
4/19/2020,North America,4.0,96,2.0,2
5/10/2020,North America,1.0,101,1.0,3
8/16/2020,North America,631.0,894,1.0,4
8/23/2020,North America,493.0,1387,2.0,6
8/30/2020,North America,461.0,1848,2.0,8
9/6/2020,North America,444.0,2292,5.0,13
9/13/2020,North America,527.0,2819,3.0,16
9/20/2020,North America,563.0,3382,7.0,23
9/27/2020,North America,374.0,3756,2.0,25
10/4/2020,North America,242.0,3998,2.0,27
10/11/2020,North America,152.0,4150,4.0,31
10/18/2020,North America,135.0,4285,1.0,32
10/25/2020,North America,104.0,4389,4.0,36
11/1/2020,North America,83.0,4472,1.0,37
11/8/2020,North America,92.0,4564,2.0,39
11/15/2020,North America,75.0,4639,4.0,43
11/22/2020,North America,54.0,4693,2.0,45
12/13/2020,North America,88.0,5011,1.0,46
12/20/2020,North America,113.0,5124,1.0,47
1/3/2021,North America,214.0,5442,2.0,49
1/10/2021,North America,441.0,5883,1.0,50
1/17/2021,North America,413.0,6296,2.0,52
1/31/2021,North America,235.0,6858,6.0,58
2/7/2021,North America,276.0,7134,3.0,61
2/14/2021,North America,204.0,7338,7.0,68
2/21/2021,North America,215.0,7553,2.0,70
2/28/2021,North America,251.0,7804,1.0,71
3/7/2021,North America,205.0,8009,4.0,75
3/14/2021,North America,263.0,8272,2.0,77
3/21/2021,North America,352.0,8624,4.0,81
3/28/2021,North America,449.0,9073,1.0,82
4/4/2021,North America,430.0,9503,4.0,86
4/11/2021,North America,393.0,9896,6.0,92
4/25/2021,North America,250.0,10469,3.0,95
5/2/2021,North America,139.0,10608,3.0,98
5/9/2021,North America,129.0,10737,2.0,100
5/16/2021,North America,89.0,10826,4.0,104
5/23/2021,North America,66.0,10892,2.0,106
5/30/2021,North America,65.0,10957,1.0,107
7/18/2021,North America,37.0,11198,1.0,108
7/25/2021,North America,94.0,11292,1.0,109
8/8/2021,North America,544.0,12128,2.0,111
8/15/2021,North America,801.0,12929,4.0,115
8/22/2021,North America,790.0,13719,9.0,124
8/29/2021,North America,599.0,14318,9.0,133
9/5/2021,North America,401.0,14719,15.0,148
9/12/2021,North America,272.0,14991,6.0,154
9/19/2021,North America,186.0,15177,2.0,156
9/26/2021,North America,174.0,15351,4.0,160
10/3/2021,North America,149.0,15500,6.0,166
10/10/2021,North America,87.0,15587,3.0,169
10/17/2021,North America,105.0,15692,1.0,170
10/24/2021,North America,87.0,15779,1.0,171
11/14/2021,North America,108.0,16057,1.0,172
11/21/2021,North America,92.0,16149,1.0,173
11/28/2021,North America,114.0,16263,1.0,174
